instruction_1_text.started,all_patches.started,space_press_continue.started,press_space_continue.started,space_press_continue.keys,space_press_continue.rt,instruction_text_2.started,patch_1_movie.started,space_press_continue_2.started,press_space_continue_2.started,participant,session,date,expName,psychopyVersion,frameRate,
7.773774599991157,7.773774599991157,7.773774599991157,7.773774599991157,space,1.9222690999886254,,,,,647265,001,2022-11-04_14h29.24.601,Info_measure_main_exp,2022.2.2,60.126397711524135,
,,,,,,9.794708799992804,9.794708799992804,9.794708799992804,9.794708799992804,,,,,,,
