participant,session,date,expName,psychopyVersion,OS,frameRate
263740,001,2022-11-13_23h46.06.078,Info_measure_main_exp,2022.2.2,Win32,60.04924038
263740,001,2022-11-13_23h46.06.078,Info_measure_main_exp,2022.2.2,Win32,60.04924038
