instruction_1_text.started,all_patches.started,space_press_continue.started,press_space_continue.started,space_press_continue.keys,space_press_continue.rt,instruction_text_2.started,patch_1_movie.started,space_press_continue_2.started,press_space_continue_2.started,participant,session,date,expName,psychopyVersion,frameRate,
9.058605300000636,9.058605300000636,9.058605300000636,9.058605300000636,space,1.0397571000066819,,,,,344070,001,2022-11-04_14h46.40.735,Info_measure_main_exp,2022.2.2,59.927356062207465,
,,,,,,10.124339000001783,10.124339000001783,10.124339000001783,10.124339000001783,,,,,,,
