instruction_1_text.started,all_patches.started,space_press_continue.started,press_space_continue.started,space_press_continue.keys,space_press_continue.rt,instruction_text_2.started,patch_1_movie.started,space_press_continue_2.started,press_space_continue_2.started,participant,session,date,expName,psychopyVersion,frameRate,
8.850734199993894,8.850734199993894,8.850734199993894,8.850734199993894,space,1.7059853999962797,,,,,412266,001,2022-11-04_14h43.55.379,Info_measure_main_exp,2022.2.2,59.945425684126086,
,,,,,,10.584009300000616,10.584009300000616,10.584009300000616,10.584009300000616,,,,,,,
