1.4239 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
8.2678 	EXP 	mask_image: image = 'masks/mask_004.jpg'
8.2678 	EXP 	mask_image: autoDraw = True
8.3161 	EXP 	New trial (rep=0, index=1): {'mask_name': 'masks/mask_001.jpg'}
8.3228 	EXP 	mask_image: autoDraw = False
8.3228 	EXP 	mask_image: image = 'masks/mask_001.jpg'
8.3228 	EXP 	mask_image: autoDraw = True
8.3786 	EXP 	New trial (rep=0, index=2): {'mask_name': 'masks/mask_003.jpg'}
8.3853 	EXP 	mask_image: autoDraw = False
8.3853 	EXP 	mask_image: image = 'masks/mask_003.jpg'
8.3853 	EXP 	mask_image: autoDraw = True
8.4342 	EXP 	New trial (rep=0, index=3): {'mask_name': 'masks/mask_002.jpg'}
8.4410 	EXP 	mask_image: autoDraw = False
8.4410 	EXP 	mask_image: image = 'masks/mask_002.jpg'
8.4410 	EXP 	mask_image: autoDraw = True
8.4966 	EXP 	New trial (rep=0, index=4): {'mask_name': 'masks/mask_005.jpg'}
8.5032 	EXP 	mask_image: autoDraw = False
8.5032 	EXP 	mask_image: image = 'masks/mask_005.jpg'
8.5032 	EXP 	mask_image: autoDraw = True
8.5659 	EXP 	mask_image: autoDraw = False
8.5659 	EXP 	second_patch: image = 'absent_patch/patch0001950.jpg'
8.5659 	EXP 	fixation_cross_2: autoDraw = True
9.0589 	EXP 	second_patch: autoDraw = True
9.0658 	EXP 	fixation_cross_2: autoDraw = False
9.2569 	EXP 	Imported masks_cond.xlsx as conditions, 5 conditions, 1 params
9.2572 	EXP 	Created sequence: random, trialTypes=5, nReps=1, seed=None
9.2573 	EXP 	New trial (rep=0, index=0): {'mask_name': 'masks/mask_002.jpg'}
9.2676 	EXP 	second_patch: autoDraw = False
9.2676 	EXP 	fixation_cross_2: autoDraw = False
9.2676 	EXP 	second_patch: autoDraw = False
9.2676 	EXP 	mask_image: image = 'masks/mask_002.jpg'
9.2676 	EXP 	mask_image: autoDraw = True
9.3161 	EXP 	New trial (rep=0, index=1): {'mask_name': 'masks/mask_001.jpg'}
9.3227 	EXP 	mask_image: autoDraw = False
9.3227 	EXP 	mask_image: image = 'masks/mask_001.jpg'
