participant,session,date,expName,psychopyVersion,OS,frameRate
309898,001,2022-11-21_01h56.06.454,Info_measure_main_exp,2022.2.2,Win32,60.35367252
309898,001,2022-11-21_01h56.06.454,Info_measure_main_exp,2022.2.2,Win32,60.35367252
