participant,session,date,expName,psychopyVersion,OS,frameRate
392571,0999,2022-11-21_24h10.40.832,Info_measure_main_exp,2022.2.2,Win32,240.5002405
392571,0999,2022-11-21_24h10.40.832,Info_measure_main_exp,2022.2.2,Win32,240.5002405
