participant,session,date,expName,psychopyVersion,OS,frameRate
626669,001,2022-11-21_24h10.21.725,Info_measure_main_exp,2022.2.2,Win32,119.8609613
626669,001,2022-11-21_24h10.21.725,Info_measure_main_exp,2022.2.2,Win32,119.8609613
