instruction_1_text.started,all_patches.started,space_press_continue.started,press_space_continue.started,space_press_continue.keys,space_press_continue.rt,instruction_text_2.started,patch_1_movie.started,space_press_continue_2.started,press_space_continue_2.started,participant,session,date,expName,psychopyVersion,frameRate,
8.856279700004961,8.856279700004961,8.856279700004961,8.856279700004961,space,0.6960001999832457,,,,,816932,001,2022-11-04_14h37.00.073,Info_measure_main_exp,2022.2.2,60.01194237489915,
,,,,,,9.700133200007258,9.700133200007258,9.700133200007258,9.700133200007258,,,,,,,
