instruction_1_text.started,all_patches.started,space_press_continue.started,press_space_continue.started,space_press_continue.keys,space_press_continue.rt,patch_1_movie.started,space_press_continue_2.started,space_press_continue_2.keys,space_press_continue_2.rt,patch_2_movie.started,space_press_continue_3.started,space_press_continue_3.keys,space_press_continue_3.rt,instruction_text_4.started,response_screen_intr.started,space_press_continue_4.started,space_continue_low.started,participant,session,date,expName,psychopyVersion,frameRate,
10.263262100008433,10.263262100008433,10.263262100008433,10.263262100008433,space,1.4259695000073407,,,,,,,,,,,,,644407,001,2022-11-04_15h38.55.339,Info_measure_main_exp,2022.2.2,59.888057245066356,
,,,,,,11.713167299996712,11.713167299996712,space,2.815981899999315,,,,,,,,,644407,001,2022-11-04_15h38.55.339,Info_measure_main_exp,2022.2.2,59.888057245066356,
,,,,,,,,,,14.546624700000393,14.546624700000393,space,1.7498789000092074,,,,,644407,001,2022-11-04_15h38.55.339,Info_measure_main_exp,2022.2.2,59.888057245066356,
,,,,,,,,,,,,,,16.3132093000022,16.3132093000022,16.3132093000022,16.3132093000022,,,,,,,
