first_pass_loop.thisRepN,first_pass_loop.thisTrialN,first_pass_loop.thisN,first_pass_loop.thisIndex,Trial_number,Pair_type,Image_num,Patch_1_loc,Patch_2_loc,Patch_1_info,Patch_2_info,Patch_1_name,Patch_2_name,mouse_1.x,mouse_1.y,mouse_1.leftButton,mouse_1.midButton,mouse_1.rightButton,mouse_1.time,mouse_1.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,[-0.007407407407407408],[0.001851851851851852],[1],[0],[0],[0.6498074999999517],['center_square'],766037,001,2022-11-03_11h29.52.978,Info_measure_main_exp,2022.2.2,141.16059417275244,
