consent_text.started,monash_logo.started,key_resp.started,key_resp.keys,key_resp.rt,instruction_1_text.started,all_patches.started,space_press_continue.started,press_space_continue.started,Esc_exit.started,participant,session,date,expName,psychopyVersion,frameRate,
13.791172450997692,13.791172450997692,13.791172450997692,space,4.441204390001076,,,,,,123729,001,2023-02-06_13h16.50.556,Info_measure_main_exp,2022.2.4,59.93659355776387,
,,,,,18.287066746001074,18.287066746001074,18.287066746001074,18.287066746001074,18.287066746001074,,,,,,,
