participant,session,date,expName,psychopyVersion,OS,frameRate
490756,001,2022-11-20_19h15.11.754,Info_measure_main_exp,2022.2.2,Win32,60.12144532
490756,001,2022-11-20_19h15.11.754,Info_measure_main_exp,2022.2.2,Win32,60.12144532
