instruction_1_text.started,all_patches.started,space_press_continue.started,press_space_continue.started,space_press_continue.keys,space_press_continue.rt,instruction_text_2.started,patch_1_movie.started,space_press_continue_2.started,press_space_continue_2.started,participant,session,date,expName,psychopyVersion,frameRate,
9.438621599998442,9.438621599998442,9.438621599998442,9.438621599998442,space,1.0794502000062494,,,,,053616,001,2022-11-04_14h39.33.128,Info_measure_main_exp,2022.2.2,60.166734053469554,
,,,,,,10.538318899998558,10.538318899998558,10.538318899998558,10.538318899998558,,,,,,,
