instruction_1_text.started,all_patches.started,space_press_continue.started,press_space_continue.started,Esc_exit.started,participant,session,date,expName,psychopyVersion,frameRate,
15.631977365999774,15.631977365999774,15.631977365999774,15.631977365999774,15.631977365999774,,,,,,,
