instruction_1_text.started,all_patches.started,space_press_continue.started,press_space_continue.started,space_press_continue.keys,space_press_continue.rt,instruction_text_2.started,patch_1_movie.started,space_press_continue_2.started,press_space_continue_2.started,participant,session,date,expName,psychopyVersion,frameRate,
8.677973300000303,8.677973300000303,8.677973300000303,8.677973300000303,space,1.0797604999970645,,,,,702431,001,2022-11-04_14h42.20.850,Info_measure_main_exp,2022.2.2,60.06738359178523,
,,,,,,9.777055300000939,9.777055300000939,9.777055300000939,9.777055300000939,,,,,,,
