participant,session,date,expName,psychopyVersion,OS,frameRate
424773,001,2022-11-21_24h50.53.590,Info_measure_main_exp,2022.2.2,Win32,143.4308663
424773,001,2022-11-21_24h50.53.590,Info_measure_main_exp,2022.2.2,Win32,143.4308663
