participant,session,date,expName,psychopyVersion,OS,frameRate
033197,001,2022-11-20_18h06.40.982,Info_measure_main_exp,2022.2.2,Win32,60.2373351
033197,001,2022-11-20_18h06.40.982,Info_measure_main_exp,2022.2.2,Win32,60.2373351
