participant,session,date,expName,psychopyVersion,OS,frameRate
538839,001,2022-11-20_18h46.52.196,Info_measure_main_exp,2022.2.2,Win32,59.98080614
538839,001,2022-11-20_18h46.52.196,Info_measure_main_exp,2022.2.2,Win32,59.98080614
