participant,session,date,expName,psychopyVersion,OS,frameRate
289963,001,2022-11-21_01h15.07.662,Info_measure_main_exp,2022.2.2,Win32,144.092219
289963,001,2022-11-21_01h15.07.662,Info_measure_main_exp,2022.2.2,Win32,144.092219
