participant,session,date,expName,psychopyVersion,OS,frameRate
282775,001,2022-11-21_24h09.31.038,Info_measure_main_exp,2022.2.2,Win32,144.2793248
282775,001,2022-11-21_24h09.31.038,Info_measure_main_exp,2022.2.2,Win32,144.2793248
