participant,session,date,expName,psychopyVersion,OS,frameRate
252321,001,2022-11-13_23h41.40.621,Info_measure_main_exp,2022.2.2,Win32,144.0092166
252321,001,2022-11-13_23h41.40.621,Info_measure_main_exp,2022.2.2,Win32,144.0092166
