participant,session,date,expName,psychopyVersion,OS,frameRate
458966,001,2022-11-21_24h26.02.666,Info_measure_main_exp,2022.2.2,Win32,163.6929121
458966,001,2022-11-21_24h26.02.666,Info_measure_main_exp,2022.2.2,Win32,163.6929121
