instruction_1_text.started,all_patches.started,space_press_continue.started,press_space_continue.started,Esc_exit.started,space_press_continue.keys,space_press_continue.rt,patch_1_movie.started,space_press_continue_2.started,Esc_exit_2.started,participant,session,date,expName,psychopyVersion,frameRate,
15.308042710999871,15.308042710999871,15.308042710999871,15.308042710999871,15.308042710999871,space,1.5132957769965287,,,,191421,001,2023-02-02_12h05.52.757,Info_measure_main_exp,2022.2.4,59.9153061199116,
,,,,,,,17.786359115998494,17.786359115998494,17.786359115998494,,,,,,,
