Trial_number,Pair_type,Image_num,Patch_1_loc,Patch_2_loc,Patch_1_info,Patch_2_info,Patch_1_name,Patch_2_name,mask_name,first_pass_loop.thisRepN,first_pass_loop.thisTrialN,first_pass_loop.thisN,first_pass_loop.thisIndex,mask_loop.thisRepN,mask_loop.thisTrialN,mask_loop.thisN,mask_loop.thisIndex,mask_loop_2.thisRepN,mask_loop_2.thisTrialN,mask_loop_2.thisN,mask_loop_2.thisIndex,double_pass_loop.thisRepN,double_pass_loop.thisTrialN,double_pass_loop.thisN,double_pass_loop.thisIndex,mask_loop_3.thisRepN,mask_loop_3.thisTrialN,mask_loop_3.thisN,mask_loop_3.thisIndex,mask_loop_4.thisRepN,mask_loop_4.thisTrialN,mask_loop_4.thisN,mask_loop_4.thisIndex,mouse_1.x,mouse_1.y,mouse_1.leftButton,mouse_1.midButton,mouse_1.rightButton,mouse_1.time,mouse_1.clicked_name,first_patch.started,first_patch.stopped,second_patch.started,second_patch.stopped,mouse.started,text_23.started,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.clicked_name,similarity,response_time,Pass,mouse_11.started,mouse_11.x,mouse_11.y,mouse_11.leftButton,mouse_11.midButton,mouse_11.rightButton,mouse_11.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,
10,0,131,5,5,1974,2166,absent_patch/patch0001974.jpg,absent_patch/patch0002166.jpg,masks/mask_004.jpg,0,4,4,9,0,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,667511,001,2022-11-03_11h39.14.505,Info_measure_main_exp,2022.2.2,145.28126452827547,
10,0,131,5,5,1974,2166,absent_patch/patch0001974.jpg,absent_patch/patch0002166.jpg,masks/mask_001.jpg,0,4,4,9,0,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,667511,001,2022-11-03_11h39.14.505,Info_measure_main_exp,2022.2.2,145.28126452827547,
10,0,131,5,5,1974,2166,absent_patch/patch0001974.jpg,absent_patch/patch0002166.jpg,masks/mask_002.jpg,0,4,4,9,0,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,667511,001,2022-11-03_11h39.14.505,Info_measure_main_exp,2022.2.2,145.28126452827547,
10,0,131,5,5,1974,2166,absent_patch/patch0001974.jpg,absent_patch/patch0002166.jpg,masks/mask_005.jpg,0,4,4,9,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,667511,001,2022-11-03_11h39.14.505,Info_measure_main_exp,2022.2.2,145.28126452827547,
10,0,131,5,5,1974,2166,absent_patch/patch0001974.jpg,absent_patch/patch0002166.jpg,masks/mask_002.jpg,0,4,4,9,,,,,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,29.579803699999957,29.78454580000016,,,,,,,,,,,,,,,,,,,667511,001,2022-11-03_11h39.14.505,Info_measure_main_exp,2022.2.2,145.28126452827547,
10,0,131,5,5,1974,2166,absent_patch/patch0001974.jpg,absent_patch/patch0002166.jpg,masks/mask_005.jpg,0,4,4,9,,,,,0,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,667511,001,2022-11-03_11h39.14.505,Info_measure_main_exp,2022.2.2,145.28126452827547,
10,0,131,5,5,1974,2166,absent_patch/patch0001974.jpg,absent_patch/patch0002166.jpg,masks/mask_004.jpg,0,4,4,9,,,,,0,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,667511,001,2022-11-03_11h39.14.505,Info_measure_main_exp,2022.2.2,145.28126452827547,
10,0,131,5,5,1974,2166,absent_patch/patch0001974.jpg,absent_patch/patch0002166.jpg,masks/mask_003.jpg,0,4,4,9,,,,,0,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,667511,001,2022-11-03_11h39.14.505,Info_measure_main_exp,2022.2.2,145.28126452827547,
10,0,131,5,5,1974,2166,absent_patch/patch0001974.jpg,absent_patch/patch0002166.jpg,masks/mask_001.jpg,0,4,4,9,,,,,0,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,667511,001,2022-11-03_11h39.14.505,Info_measure_main_exp,2022.2.2,145.28126452827547,
10,0,131,5,5,1974,2166,absent_patch/patch0001974.jpg,absent_patch/patch0002166.jpg,,0,4,4,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005634399999962625,30.0868531000001,-0.08611111111111111,0.022222222222222223,1,0,0,response7disk,1,3.181843800000024,1,1.9099999917671084e-05,-0.006481481481481481,0.001851851851851852,1,0,0,center_square_2,667511,001,2022-11-03_11h39.14.505,Info_measure_main_exp,2022.2.2,145.28126452827547,
