participant,session,date,expName,psychopyVersion,OS,frameRate,space_press_continue.keys,space_press_continue.rt
607594,001,2022-11-21_24h56.27.348,Info_measure_main_exp,2022.2.2,Win32,60.03121623,,
607594,001,2022-11-21_24h56.27.348,Info_measure_main_exp,2022.2.2,Win32,60.03121623,,
607594,001,2022-11-21_24h56.27.348,Info_measure_main_exp,2022.2.2,Win32,60.03121623,space,8.1401
