Trial_number,Pair_type,Image_num,Patch_1_loc,Patch_2_loc,Patch_1_info,Patch_2_info,Patch_1_name,Patch_2_name,mask_name,prac_loop.thisRepN,prac_loop.thisTrialN,prac_loop.thisN,prac_loop.thisIndex,prac_mask_loop_1.thisRepN,prac_mask_loop_1.thisTrialN,prac_mask_loop_1.thisN,prac_mask_loop_1.thisIndex,prac_mask_loop_2.thisRepN,prac_mask_loop_2.thisTrialN,prac_mask_loop_2.thisN,prac_mask_loop_2.thisIndex,first_pass_loop.thisRepN,first_pass_loop.thisTrialN,first_pass_loop.thisN,first_pass_loop.thisIndex,mask_loop.thisRepN,mask_loop.thisTrialN,mask_loop.thisN,mask_loop.thisIndex,mask_loop_2.thisRepN,mask_loop_2.thisTrialN,mask_loop_2.thisN,mask_loop_2.thisIndex,double_pass_loop.thisRepN,double_pass_loop.thisTrialN,double_pass_loop.thisN,double_pass_loop.thisIndex,mask_loop_3.thisRepN,mask_loop_3.thisTrialN,mask_loop_3.thisN,mask_loop_3.thisIndex,mask_loop_4.thisRepN,mask_loop_4.thisTrialN,mask_loop_4.thisN,mask_loop_4.thisIndex,instruction_1_text.started,all_patches.started,space_press_continue.started,press_space_continue.started,space_press_continue.keys,space_press_continue.rt,patch_1_movie.started,space_press_continue_2.started,space_press_continue_2.keys,space_press_continue_2.rt,patch_2_movie.started,space_press_continue_3.started,space_press_continue_3.keys,space_press_continue_3.rt,instruction_text_4.started,response_screen_intr.started,space_press_continue_4.started,space_continue_low.started,space_press_continue_4.keys,space_press_continue_4.rt,instruction_text_5.started,response_screen_after.started,space_press_continue_5.started,space_continue_low_2.started,space_press_continue_5.keys,space_press_continue_5.rt,prac_begin_space.started,space_press_continue_6.started,space_press_continue_6.keys,space_press_continue_6.rt,practice_patch_1.started,practice_patch_1.stopped,practice_patch_2.started,practice_patch_2.stopped,mouse.started,text_23.started,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.clicked_name,similarity,response_time,Pass,text_55.started,text_56.started,text_55.stopped,text_56.stopped,mouse_11.started,mouse_11.x,mouse_11.y,mouse_11.leftButton,mouse_11.midButton,mouse_11.rightButton,mouse_11.clicked_name,space_press_continue_7.started,mouse_1.x,mouse_1.y,mouse_1.leftButton,mouse_1.midButton,mouse_1.rightButton,mouse_1.time,mouse_1.clicked_name,space_press_continue_7.keys,space_press_continue_7.rt,first_patch.started,first_patch.stopped,second_patch.started,second_patch.stopped,trial_num_text.started,space_press_continue_8.started,space_press_continue_8.keys,space_press_continue_8.rt,space_exit.started,space_exit.keys,space_exit.rt,participant,session,date,expName,psychopyVersion,frameRate,
3,0,131,5,5,2154,2142,prac_patch/patch0002154.jpg,prac_patch/patch0002142.jpg,masks/mask_002.jpg,0,0,0,2,0,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,818564,001,2022-11-07_11h02.19.484,Info_measure_main_exp,2022.2.2,144.66336824602325,
3,0,131,5,5,2154,2142,prac_patch/patch0002154.jpg,prac_patch/patch0002142.jpg,masks/mask_003.jpg,0,0,0,2,,,,,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.145663300005253,18.30186909995973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,818564,001,2022-11-07_11h02.19.484,Info_measure_main_exp,2022.2.2,144.66336824602325,
3,0,131,5,5,2154,2142,prac_patch/patch0002154.jpg,prac_patch/patch0002142.jpg,masks/mask_001.jpg,0,0,0,2,,,,,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,818564,001,2022-11-07_11h02.19.484,Info_measure_main_exp,2022.2.2,144.66336824602325,
3,0,131,5,5,2154,2142,prac_patch/patch0002154.jpg,prac_patch/patch0002142.jpg,masks/mask_005.jpg,0,0,0,2,,,,,0,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,818564,001,2022-11-07_11h02.19.484,Info_measure_main_exp,2022.2.2,144.66336824602325,
3,0,131,5,5,2154,2142,prac_patch/patch0002154.jpg,prac_patch/patch0002142.jpg,masks/mask_004.jpg,0,0,0,2,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,818564,001,2022-11-07_11h02.19.484,Info_measure_main_exp,2022.2.2,144.66336824602325,
3,0,131,5,5,2154,2142,prac_patch/patch0002154.jpg,prac_patch/patch0002142.jpg,masks/mask_002.jpg,0,0,0,2,,,,,0,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,818564,001,2022-11-07_11h02.19.484,Info_measure_main_exp,2022.2.2,144.66336824602325,
3,0,131,5,5,2154,2142,prac_patch/patch0002154.jpg,prac_patch/patch0002142.jpg,,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004817799956072122,18.603906099975575,0.1962962962962963,-0.0962962962962963,1,0,0,response3disk,5,1.7231061000493355,1,20.340090699959546,20.340090699959546,24.341129999957047,24.341129999957047,2.719997428357601e-05,-0.001851851851851852,0.000925925925925926,1,0,0,center_square_2,,,,,,,,,,,,,,,,,,,,,,818564,001,2022-11-07_11h02.19.484,Info_measure_main_exp,2022.2.2,144.66336824602325,
1,0,131,5,5,2178,2190,prac_patch/patch0002178.jpg,prac_patch/patch0002190.jpg,masks/mask_004.jpg,0,1,1,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.61067029996775,26.771089699992444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,818564,001,2022-11-07_11h02.19.484,Info_measure_main_exp,2022.2.2,144.66336824602325,
1,0,131,5,5,2178,2190,prac_patch/patch0002178.jpg,prac_patch/patch0002190.jpg,masks/mask_005.jpg,0,1,1,0,0,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,818564,001,2022-11-07_11h02.19.484,Info_measure_main_exp,2022.2.2,144.66336824602325,
1,0,131,5,5,2178,2190,prac_patch/patch0002178.jpg,prac_patch/patch0002190.jpg,masks/mask_003.jpg,0,1,1,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,818564,001,2022-11-07_11h02.19.484,Info_measure_main_exp,2022.2.2,144.66336824602325,
1,0,131,5,5,2178,2190,prac_patch/patch0002178.jpg,prac_patch/patch0002190.jpg,masks/mask_002.jpg,0,1,1,0,0,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,818564,001,2022-11-07_11h02.19.484,Info_measure_main_exp,2022.2.2,144.66336824602325,
1,0,131,5,5,2178,2190,prac_patch/patch0002178.jpg,prac_patch/patch0002190.jpg,masks/mask_001.jpg,0,1,1,0,0,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,818564,001,2022-11-07_11h02.19.484,Info_measure_main_exp,2022.2.2,144.66336824602325,
1,0,131,5,5,2178,2190,prac_patch/patch0002178.jpg,prac_patch/patch0002190.jpg,masks/mask_003.jpg,0,1,1,0,,,,,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.56214519997593,27.71759049996035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,818564,001,2022-11-07_11h02.19.484,Info_measure_main_exp,2022.2.2,144.66336824602325,
1,0,131,5,5,2178,2190,prac_patch/patch0002178.jpg,prac_patch/patch0002190.jpg,masks/mask_002.jpg,0,1,1,0,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,818564,001,2022-11-07_11h02.19.484,Info_measure_main_exp,2022.2.2,144.66336824602325,
1,0,131,5,5,2178,2190,prac_patch/patch0002178.jpg,prac_patch/patch0002190.jpg,masks/mask_005.jpg,0,1,1,0,,,,,0,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,818564,001,2022-11-07_11h02.19.484,Info_measure_main_exp,2022.2.2,144.66336824602325,
1,0,131,5,5,2178,2190,prac_patch/patch0002178.jpg,prac_patch/patch0002190.jpg,masks/mask_004.jpg,0,1,1,0,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,818564,001,2022-11-07_11h02.19.484,Info_measure_main_exp,2022.2.2,144.66336824602325,
1,0,131,5,5,2178,2190,prac_patch/patch0002178.jpg,prac_patch/patch0002190.jpg,masks/mask_001.jpg,0,1,1,0,,,,,0,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,818564,001,2022-11-07_11h02.19.484,Info_measure_main_exp,2022.2.2,144.66336824602325,
1,0,131,5,5,2178,2190,prac_patch/patch0002178.jpg,prac_patch/patch0002190.jpg,,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005737600033171475,28.020673399965744,-0.08518518518518518,0.030555555555555555,1,0,0,response7disk,1,1.8693888999987394,1,29.895957299973816,29.895957299973816,33.89495489996625,33.89495489996625,2.2499996703118086e-05,0.004629629629629629,-0.008333333333333333,1,0,0,center_square_2,,,,,,,,,,,,,,,,,,,,,,818564,001,2022-11-07_11h02.19.484,Info_measure_main_exp,2022.2.2,144.66336824602325,
2,0,131,5,5,2214,2082,prac_patch/patch0002214.jpg,prac_patch/patch0002082.jpg,masks/mask_001.jpg,0,2,2,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.45091749995481,35.6111896999646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,818564,001,2022-11-07_11h02.19.484,Info_measure_main_exp,2022.2.2,144.66336824602325,
2,0,131,5,5,2214,2082,prac_patch/patch0002214.jpg,prac_patch/patch0002082.jpg,masks/mask_002.jpg,0,2,2,1,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,818564,001,2022-11-07_11h02.19.484,Info_measure_main_exp,2022.2.2,144.66336824602325,
2,0,131,5,5,2214,2082,prac_patch/patch0002214.jpg,prac_patch/patch0002082.jpg,masks/mask_005.jpg,0,2,2,1,0,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,818564,001,2022-11-07_11h02.19.484,Info_measure_main_exp,2022.2.2,144.66336824602325,
2,0,131,5,5,2214,2082,prac_patch/patch0002214.jpg,prac_patch/patch0002082.jpg,masks/mask_003.jpg,0,2,2,1,0,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,818564,001,2022-11-07_11h02.19.484,Info_measure_main_exp,2022.2.2,144.66336824602325,
2,0,131,5,5,2214,2082,prac_patch/patch0002214.jpg,prac_patch/patch0002082.jpg,masks/mask_004.jpg,0,2,2,1,0,4,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,818564,001,2022-11-07_11h02.19.484,Info_measure_main_exp,2022.2.2,144.66336824602325,
2,0,131,5,5,2214,2082,prac_patch/patch0002214.jpg,prac_patch/patch0002082.jpg,masks/mask_005.jpg,0,2,2,1,,,,,0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.40267219999805,36.558264399995096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,818564,001,2022-11-07_11h02.19.484,Info_measure_main_exp,2022.2.2,144.66336824602325,
2,0,131,5,5,2214,2082,prac_patch/patch0002214.jpg,prac_patch/patch0002082.jpg,masks/mask_002.jpg,0,2,2,1,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,818564,001,2022-11-07_11h02.19.484,Info_measure_main_exp,2022.2.2,144.66336824602325,
2,0,131,5,5,2214,2082,prac_patch/patch0002214.jpg,prac_patch/patch0002082.jpg,masks/mask_003.jpg,0,2,2,1,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,818564,001,2022-11-07_11h02.19.484,Info_measure_main_exp,2022.2.2,144.66336824602325,
2,0,131,5,5,2214,2082,prac_patch/patch0002214.jpg,prac_patch/patch0002082.jpg,masks/mask_001.jpg,0,2,2,1,,,,,0,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,818564,001,2022-11-07_11h02.19.484,Info_measure_main_exp,2022.2.2,144.66336824602325,
2,0,131,5,5,2214,2082,prac_patch/patch0002214.jpg,prac_patch/patch0002082.jpg,masks/mask_004.jpg,0,2,2,1,,,,,0,4,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,818564,001,2022-11-07_11h02.19.484,Info_measure_main_exp,2022.2.2,144.66336824602325,
2,0,131,5,5,2214,2082,prac_patch/patch0002214.jpg,prac_patch/patch0002082.jpg,,0,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005729100026655942,36.86019499995746,0.05185185185185185,-0.10833333333333334,1,0,0,response3disk,4,1.473471299977973,1,38.340413699974306,38.340413699974306,42.33935729996301,42.33935729996301,1.9599974621087313e-05,0.007407407407407408,-0.006481481481481481,1,0,0,center_square_2,,,,,,,,,,,,,,,,,,,,,,818564,001,2022-11-07_11h02.19.484,Info_measure_main_exp,2022.2.2,144.66336824602325,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.11771600000793,[],[],[],[],[],[],[],,,,,,,,,,,,,,818564,001,2022-11-07_11h02.19.484,Info_measure_main_exp,2022.2.2,144.66336824602325,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,2.814500499982387,,,,,,,,,,,,818564,001,2022-11-07_11h02.19.484,Info_measure_main_exp,2022.2.2,144.66336824602325,
2,0,131,5,5,2166,1986,absent_patch/patch0002166.jpg,absent_patch/patch0001986.jpg,masks/mask_001.jpg,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.43694439996034,46.59727500000736,,,,,,,,,,818564,001,2022-11-07_11h02.19.484,Info_measure_main_exp,2022.2.2,144.66336824602325,
2,0,131,5,5,2166,1986,absent_patch/patch0002166.jpg,absent_patch/patch0001986.jpg,masks/mask_005.jpg,,,,,,,,,,,,,0,0,0,1,0,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,818564,001,2022-11-07_11h02.19.484,Info_measure_main_exp,2022.2.2,144.66336824602325,
2,0,131,5,5,2166,1986,absent_patch/patch0002166.jpg,absent_patch/patch0001986.jpg,masks/mask_002.jpg,,,,,,,,,,,,,0,0,0,1,0,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,818564,001,2022-11-07_11h02.19.484,Info_measure_main_exp,2022.2.2,144.66336824602325,
2,0,131,5,5,2166,1986,absent_patch/patch0002166.jpg,absent_patch/patch0001986.jpg,masks/mask_003.jpg,,,,,,,,,,,,,0,0,0,1,0,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,818564,001,2022-11-07_11h02.19.484,Info_measure_main_exp,2022.2.2,144.66336824602325,
2,0,131,5,5,2166,1986,absent_patch/patch0002166.jpg,absent_patch/patch0001986.jpg,masks/mask_004.jpg,,,,,,,,,,,,,0,0,0,1,0,4,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,818564,001,2022-11-07_11h02.19.484,Info_measure_main_exp,2022.2.2,144.66336824602325,
2,0,131,5,5,2166,1986,absent_patch/patch0002166.jpg,absent_patch/patch0001986.jpg,masks/mask_001.jpg,,,,,,,,,,,,,0,0,0,1,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.38868509995518,47.548679500003345,,,,,,,,818564,001,2022-11-07_11h02.19.484,Info_measure_main_exp,2022.2.2,144.66336824602325,
2,0,131,5,5,2166,1986,absent_patch/patch0002166.jpg,absent_patch/patch0001986.jpg,masks/mask_002.jpg,,,,,,,,,,,,,0,0,0,1,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,818564,001,2022-11-07_11h02.19.484,Info_measure_main_exp,2022.2.2,144.66336824602325,
2,0,131,5,5,2166,1986,absent_patch/patch0002166.jpg,absent_patch/patch0001986.jpg,masks/mask_003.jpg,,,,,,,,,,,,,0,0,0,1,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,818564,001,2022-11-07_11h02.19.484,Info_measure_main_exp,2022.2.2,144.66336824602325,
