participant,session,date,expName,psychopyVersion,OS,frameRate
169652,001,2022-11-20_18h34.06.239,Info_measure_main_exp,2022.2.2,Win32,60.18295619
169652,001,2022-11-20_18h34.06.239,Info_measure_main_exp,2022.2.2,Win32,60.18295619
