participant,session,date,expName,psychopyVersion,OS,frameRate
954536,001,2022-11-21_01h12.45.830,Info_measure_main_exp,2022.2.2,Win32,163.1055293
954536,001,2022-11-21_01h12.45.830,Info_measure_main_exp,2022.2.2,Win32,163.1055293
