participant,session,date,expName,psychopyVersion,OS,frameRate
064742,001,2022-11-20_18h16.40.550,Info_measure_main_exp,2022.2.2,Win32,144.0299582
064742,001,2022-11-20_18h16.40.550,Info_measure_main_exp,2022.2.2,Win32,144.0299582
