participant,session,date,expName,psychopyVersion,OS,frameRate
6170c5f324920093389dd767,001,2022-11-20_21h17.32.540,Info_measure_main_exp,2022.2.2,Win32,59.78000956
6170c5f324920093389dd767,001,2022-11-20_21h17.32.540,Info_measure_main_exp,2022.2.2,Win32,59.78000956
