instruction_1_text.started,all_patches.started,space_press_continue.started,press_space_continue.started,Esc_exit.started,space_press_continue.keys,space_press_continue.rt,patch_1_movie.started,space_press_continue_2.started,Esc_exit_2.started,space_press_continue_2.keys,space_press_continue_2.rt,patch_2_movie.started,space_press_continue_3.started,Esc_exit_3.started,space_press_continue_3.keys,space_press_continue_3.rt,instruction_text_4.started,use_all_numbers.started,response_screen_intr.started,space_press_continue_4.started,space_continue_low.started,Esc_exit_4.started,space_press_continue_4.keys,space_press_continue_4.rt,instruction_text_5.started,response_screen_after.started,space_press_continue_5.started,space_continue_low_2.started,Esc_exit_5.started,space_press_continue_5.keys,space_press_continue_5.rt,prac_begin_space.started,space_press_continue_6.started,Esc_exit_6.started,space_press_continue_6.keys,space_press_continue_6.rt,participant,session,date,expName,psychopyVersion,frameRate,
17.02717214400036,17.02717214400036,17.02717214400036,17.02717214400036,17.02717214400036,space,8.975685527992027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,522696,001,2023-02-02_13h06.14.340,Info_measure_main_exp,2022.2.4,61.44579334132307,
,,,,,,,27.180749851002474,27.180749851002474,27.180749851002474,space,4.346146381991275,,,,,,,,,,,,,,,,,,,,,,,,,,522696,001,2023-02-02_13h06.14.340,Info_measure_main_exp,2022.2.4,61.44579334132307,
,,,,,,,,,,,,31.98401741800626,31.98401741800626,31.98401741800626,space,2.2846646119942307,,,,,,,,,,,,,,,,,,,,,522696,001,2023-02-02_13h06.14.340,Info_measure_main_exp,2022.2.4,61.44579334132307,
,,,,,,,,,,,,,,,,,34.32983586800401,34.32983586800401,34.32983586800401,34.32983586800401,34.32983586800401,34.32983586800401,space,0.6072366869993857,,,,,,,,,,,,,522696,001,2023-02-02_13h06.14.340,Info_measure_main_exp,2022.2.4,61.44579334132307,
,,,,,,,,,,,,,,,,,,,,,,,,,34.96604339199985,34.96604339199985,34.96604339199985,34.96604339199985,34.96604339199985,space,0.4572977159914444,,,,,,522696,001,2023-02-02_13h06.14.340,Info_measure_main_exp,2022.2.4,61.44579334132307,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.44641052400402,35.44641052400402,35.44641052400402,space,0.4626246129919309,522696,001,2023-02-02_13h06.14.340,Info_measure_main_exp,2022.2.4,61.44579334132307,
