consent_text.started,monash_logo.started,key_resp.started,key_resp.keys,key_resp.rt,instruction_1_text.started,all_patches.started,space_press_continue.started,press_space_continue.started,Esc_exit.started,participant,session,date,expName,psychopyVersion,frameRate,
27.37110032000055,27.37110032000055,27.37110032000055,space,9.79745527299383,,,,,,379039,001,2023-02-06_13h11.55.966,Info_measure_main_exp,2022.2.4,None,
,,,,,37.295240339000884,37.295240339000884,37.295240339000884,37.295240339000884,37.295240339000884,,,,,,,
