participant,session,date,expName,psychopyVersion,OS,frameRate,space_press_continue.keys,space_press_continue.rt,space_press_continue_2.keys,space_press_continue_2.rt
220427,001,2022-11-20_18h01.08.877,Info_measure_main_exp,2022.2.2,MacIntel,45.45454545,,,,
220427,001,2022-11-20_18h01.08.877,Info_measure_main_exp,2022.2.2,MacIntel,45.45454545,,,,
220427,001,2022-11-20_18h01.08.877,Info_measure_main_exp,2022.2.2,MacIntel,45.45454545,space,51.539,,
220427,001,2022-11-20_18h01.08.877,Info_measure_main_exp,2022.2.2,MacIntel,45.45454545,,,space,87.043
