consent_text.started,key_resp.started,key_resp.keys,key_resp.rt,instruction_1_text.started,all_patches.started,space_press_continue.started,press_space_continue.started,Esc_exit.started,participant,session,date,expName,psychopyVersion,frameRate,
13.298717708006734,13.298717708006734,space,14.448285673992359,,,,,,638857,001,2023-02-06_12h41.30.253,Info_measure_main_exp,2022.2.4,60.0288537093186,
,,,,27.82646099500562,27.82646099500562,27.82646099500562,27.82646099500562,27.82646099500562,,,,,,,
