participant,session,date,expName,psychopyVersion,OS,frameRate
704368,001,2022-11-21_01h12.20.827,Info_measure_main_exp,2022.2.2,Win32,60.13229104
704368,001,2022-11-21_01h12.20.827,Info_measure_main_exp,2022.2.2,Win32,60.13229104
