participant,session,date,expName,psychopyVersion,OS,frameRate
994442,001,2022-11-21_00h44.51.491,Info_measure_main_exp,2022.2.2,Win32,240.3846154
994442,001,2022-11-21_00h44.51.491,Info_measure_main_exp,2022.2.2,Win32,240.3846154
