instruction_1_text.started,all_patches.started,space_press_continue.started,press_space_continue.started,Esc_exit.started,space_press_continue.keys,space_press_continue.rt,patch_1_movie.started,space_press_continue_2.started,Esc_exit_2.started,participant,session,date,expName,psychopyVersion,frameRate,
16.597640046005836,16.597640046005836,16.597640046005836,16.597640046005836,16.597640046005836,space,12.879080551996594,,,,182772,001,2023-02-02_12h54.29.262,Info_measure_main_exp,2022.2.4,60.04938028778478,
,,,,,,,30.464962820005894,30.464962820005894,30.464962820005894,,,,,,,
