participant,session,date,expName,psychopyVersion,OS,frameRate
003293,001,2022-11-21_00h34.40.943,Info_measure_main_exp,2022.2.2,Linux x86_64,30.03003003
003293,001,2022-11-21_00h34.40.943,Info_measure_main_exp,2022.2.2,Linux x86_64,30.03003003
