Pair_type,Image_num,Patch_1_loc,Patch_2_loc,Patch_1_info,Patch_2_info,Patch_1_name,Patch_2_name,mask_name,prac_loop.thisRepN,prac_loop.thisTrialN,prac_loop.thisN,prac_loop.thisIndex,prac_mask_loop_1.thisRepN,prac_mask_loop_1.thisTrialN,prac_mask_loop_1.thisN,prac_mask_loop_1.thisIndex,prac_mask_loop_2.thisRepN,prac_mask_loop_2.thisTrialN,prac_mask_loop_2.thisN,prac_mask_loop_2.thisIndex,first_pass_loop.thisRepN,first_pass_loop.thisTrialN,first_pass_loop.thisN,first_pass_loop.thisIndex,mask_loop.thisRepN,mask_loop.thisTrialN,mask_loop.thisN,mask_loop.thisIndex,mask_loop_2.thisRepN,mask_loop_2.thisTrialN,mask_loop_2.thisN,mask_loop_2.thisIndex,instruction_1_text.started,all_patches.started,space_press_continue.started,press_space_continue.started,Esc_exit.started,space_press_continue.keys,space_press_continue.rt,patch_1_movie.started,space_press_continue_2.started,Esc_exit_2.started,space_press_continue_2.keys,space_press_continue_2.rt,patch_2_movie.started,space_press_continue_3.started,Esc_exit_3.started,space_press_continue_3.keys,space_press_continue_3.rt,instruction_text_4.started,use_all_numbers.started,response_screen_intr.started,space_press_continue_4.started,space_continue_low.started,Esc_exit_4.started,space_press_continue_4.keys,space_press_continue_4.rt,instruction_text_5.started,response_screen_after.started,space_press_continue_5.started,space_continue_low_2.started,Esc_exit_5.started,space_press_continue_5.keys,space_press_continue_5.rt,prac_begin_space.started,space_press_continue_6.started,Esc_exit_6.started,space_press_continue_6.keys,space_press_continue_6.rt,Esc_exit_13.started,practice_patch_1.started,practice_patch_1.stopped,Esc_exit_13.stopped,Esc_exit_14.started,Esc_exit_12.started,practice_patch_2.started,practice_patch_2.stopped,Esc_exit_12.stopped,mouse_2.started,text.started,most_similar_3.started,most_different_3.started,Esc_exit_7.started,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,similarity,response_time,Pass,text_55.started,text_56.started,Esc_exit_8.started,text_55.stopped,text_56.stopped,Esc_exit_8.stopped,mouse_12.started,most_similar_4.started,most_different_4.started,Esc_exit_9.started,mouse_12.x,mouse_12.y,mouse_12.leftButton,mouse_12.midButton,mouse_12.rightButton,mouse_12.clicked_name,Esc_exit_15.started,space_press_continue_7.started,mouse_1.x,mouse_1.y,mouse_1.leftButton,mouse_1.midButton,mouse_1.rightButton,mouse_1.time,mouse_1.clicked_name,space_press_continue_7.keys,space_press_continue_7.rt,Esc_exit_16.started,first_patch.started,first_patch.stopped,Esc_exit_16.stopped,Esc_exit_17.started,second_patch.started,second_patch.stopped,Esc_exit_17.stopped,mouse.started,text_23.started,most_similar.started,most_different.started,Esc_exit_10.started,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.clicked_name,trialNumber,mouse_11.started,most_similar_2.started,most_different_2.started,trial_text_2.started,Esc_exit_11.started,mouse_11.x,mouse_11.y,mouse_11.leftButton,mouse_11.midButton,mouse_11.rightButton,mouse_11.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,
0,131,5,5,2526,2526,prac_patch/patch0002526.jpg,prac_patch/patch0002526.jpg,masks/mask_001.jpg,0,0,0,2,0,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.238498719991185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,929313,001,2023-01-27_14h53.59.190,Info_measure_main_exp,2022.2.4,60.04976143687002,
0,131,5,5,2526,2526,prac_patch/patch0002526.jpg,prac_patch/patch0002526.jpg,masks/mask_003.jpg,0,0,0,2,,,,,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.97196105499461,31.301037195997196,31.79295668999839,31.97196105499461,31.97196105499461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,929313,001,2023-01-27_14h53.59.190,Info_measure_main_exp,2022.2.4,60.04976143687002,
0,131,5,5,2526,2526,prac_patch/patch0002526.jpg,prac_patch/patch0002526.jpg,masks/mask_002.jpg,0,0,0,2,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.035849990992574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,929313,001,2023-01-27_14h53.59.190,Info_measure_main_exp,2022.2.4,60.04976143687002,
0,131,5,5,2526,2526,prac_patch/patch0002526.jpg,prac_patch/patch0002526.jpg,masks/mask_004.jpg,0,0,0,2,,,,,0,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.086024358999566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,929313,001,2023-01-27_14h53.59.190,Info_measure_main_exp,2022.2.4,60.04976143687002,
0,131,5,5,2526,2526,prac_patch/patch0002526.jpg,prac_patch/patch0002526.jpg,masks/mask_001.jpg,0,0,0,2,,,,,0,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.15226393399644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,929313,001,2023-01-27_14h53.59.190,Info_measure_main_exp,2022.2.4,60.04976143687002,
0,131,5,5,2526,2526,prac_patch/patch0002526.jpg,prac_patch/patch0002526.jpg,masks/mask_005.jpg,0,0,0,2,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.21804612300184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,929313,001,2023-01-27_14h53.59.190,Info_measure_main_exp,2022.2.4,60.04976143687002,
0,131,5,5,2526,2526,prac_patch/patch0002526.jpg,prac_patch/patch0002526.jpg,,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006416333009838127,32.27741199800221,32.27741199800221,32.27741199800221,32.27741199800221,-0.08444444444444445,0.42,1,0,0,response7disk,0,9.398305347989663,1,33.08611006599676,33.08611006599676,33.08611006599676,37.11937333700189,37.11937333700189,37.11937333700189,0.00011805599206127226,37.11937333700189,37.11937333700189,37.11937333700189,-0.014444444444444444,-0.028888888888888888,1,0,0,center_square,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,929313,001,2023-01-27_14h53.59.190,Info_measure_main_exp,2022.2.4,60.04976143687002,
0,131,5,5,2514,2490,prac_patch/patch0002514.jpg,prac_patch/patch0002490.jpg,masks/mask_001.jpg,0,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.725623470003484,39.21103958199092,39.39336413500132,39.39336413500132,39.39336413500132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,929313,001,2023-01-27_14h53.59.190,Info_measure_main_exp,2022.2.4,60.04976143687002,
0,131,5,5,2514,2490,prac_patch/patch0002514.jpg,prac_patch/patch0002490.jpg,masks/mask_004.jpg,0,1,1,1,0,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.45101998699829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,929313,001,2023-01-27_14h53.59.190,Info_measure_main_exp,2022.2.4,60.04976143687002,
0,131,5,5,2514,2490,prac_patch/patch0002514.jpg,prac_patch/patch0002490.jpg,masks/mask_003.jpg,0,1,1,1,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.51961550199485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,929313,001,2023-01-27_14h53.59.190,Info_measure_main_exp,2022.2.4,60.04976143687002,
0,131,5,5,2514,2490,prac_patch/patch0002514.jpg,prac_patch/patch0002490.jpg,masks/mask_005.jpg,0,1,1,1,0,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.57668189199467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,929313,001,2023-01-27_14h53.59.190,Info_measure_main_exp,2022.2.4,60.04976143687002,
0,131,5,5,2514,2490,prac_patch/patch0002514.jpg,prac_patch/patch0002490.jpg,masks/mask_002.jpg,0,1,1,1,0,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.63074891100405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,929313,001,2023-01-27_14h53.59.190,Info_measure_main_exp,2022.2.4,60.04976143687002,
0,131,5,5,2514,2490,prac_patch/patch0002514.jpg,prac_patch/patch0002490.jpg,masks/mask_001.jpg,0,1,1,1,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.36297244699381,39.682436845003394,40.1755634759902,40.325965915995766,40.36297244699381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,929313,001,2023-01-27_14h53.59.190,Info_measure_main_exp,2022.2.4,60.04976143687002,
0,131,5,5,2514,2490,prac_patch/patch0002514.jpg,prac_patch/patch0002490.jpg,masks/mask_002.jpg,0,1,1,1,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.41796290199272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,929313,001,2023-01-27_14h53.59.190,Info_measure_main_exp,2022.2.4,60.04976143687002,
0,131,5,5,2514,2490,prac_patch/patch0002514.jpg,prac_patch/patch0002490.jpg,masks/mask_005.jpg,0,1,1,1,,,,,0,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.47395538899582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,929313,001,2023-01-27_14h53.59.190,Info_measure_main_exp,2022.2.4,60.04976143687002,
0,131,5,5,2514,2490,prac_patch/patch0002514.jpg,prac_patch/patch0002490.jpg,masks/mask_003.jpg,0,1,1,1,,,,,0,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.531602189992554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,929313,001,2023-01-27_14h53.59.190,Info_measure_main_exp,2022.2.4,60.04976143687002,
0,131,5,5,2514,2490,prac_patch/patch0002514.jpg,prac_patch/patch0002490.jpg,masks/mask_004.jpg,0,1,1,1,,,,,0,4,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.60720759599644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,929313,001,2023-01-27_14h53.59.190,Info_measure_main_exp,2022.2.4,60.04976143687002,
0,131,5,5,2514,2490,prac_patch/patch0002514.jpg,prac_patch/patch0002490.jpg,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01610043201071676,40.66291073299362,40.66291073299362,40.66291073299362,40.66291073299362,0.22777777777777777,-0.15777777777777777,1,0,0,response3disk,5,17.875651173992082,1,41.5536056169949,41.5536056169949,41.5536056169949,45.5671425210021,45.5671425210021,45.5671425210021,6.136999581940472e-05,45.5671425210021,45.5671425210021,45.5671425210021,-0.02666666666666667,0.0044444444444444444,1,0,0,center_square,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,929313,001,2023-01-27_14h53.59.190,Info_measure_main_exp,2022.2.4,60.04976143687002,
0,131,5,5,2370,2406,prac_patch/patch0002370.jpg,prac_patch/patch0002406.jpg,masks/mask_005.jpg,0,2,2,0,0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.21964854899852,47.72121660799894,47.909347993991105,47.909347993991105,47.909347993991105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,929313,001,2023-01-27_14h53.59.190,Info_measure_main_exp,2022.2.4,60.04976143687002,
0,131,5,5,2370,2406,prac_patch/patch0002370.jpg,prac_patch/patch0002406.jpg,masks/mask_003.jpg,0,2,2,0,0,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.966578835999826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,929313,001,2023-01-27_14h53.59.190,Info_measure_main_exp,2022.2.4,60.04976143687002,
0,131,5,5,2370,2406,prac_patch/patch0002370.jpg,prac_patch/patch0002406.jpg,masks/mask_002.jpg,0,2,2,0,0,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.02762864599936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,929313,001,2023-01-27_14h53.59.190,Info_measure_main_exp,2022.2.4,60.04976143687002,
0,131,5,5,2370,2406,prac_patch/patch0002370.jpg,prac_patch/patch0002406.jpg,masks/mask_001.jpg,0,2,2,0,0,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.08711619999667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,929313,001,2023-01-27_14h53.59.190,Info_measure_main_exp,2022.2.4,60.04976143687002,
0,131,5,5,2370,2406,prac_patch/patch0002370.jpg,prac_patch/patch0002406.jpg,masks/mask_004.jpg,0,2,2,0,0,4,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.14455375900434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,929313,001,2023-01-27_14h53.59.190,Info_measure_main_exp,2022.2.4,60.04976143687002,
0,131,5,5,2370,2406,prac_patch/patch0002370.jpg,prac_patch/patch0002406.jpg,masks/mask_004.jpg,0,2,2,0,,,,,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.88059983200219,48.19858547000331,48.6783966919902,48.82794905499031,48.88059983200219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,929313,001,2023-01-27_14h53.59.190,Info_measure_main_exp,2022.2.4,60.04976143687002,
0,131,5,5,2370,2406,prac_patch/patch0002370.jpg,prac_patch/patch0002406.jpg,masks/mask_002.jpg,0,2,2,0,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.935758748004446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,929313,001,2023-01-27_14h53.59.190,Info_measure_main_exp,2022.2.4,60.04976143687002,
0,131,5,5,2370,2406,prac_patch/patch0002370.jpg,prac_patch/patch0002406.jpg,masks/mask_005.jpg,0,2,2,0,,,,,0,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.9920972980035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,929313,001,2023-01-27_14h53.59.190,Info_measure_main_exp,2022.2.4,60.04976143687002,
0,131,5,5,2370,2406,prac_patch/patch0002370.jpg,prac_patch/patch0002406.jpg,masks/mask_001.jpg,0,2,2,0,,,,,0,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.065458215991384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,929313,001,2023-01-27_14h53.59.190,Info_measure_main_exp,2022.2.4,60.04976143687002,
0,131,5,5,2370,2406,prac_patch/patch0002370.jpg,prac_patch/patch0002406.jpg,masks/mask_003.jpg,0,2,2,0,,,,,0,4,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.12193366899737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,929313,001,2023-01-27_14h53.59.190,Info_measure_main_exp,2022.2.4,60.04976143687002,
0,131,5,5,2370,2406,prac_patch/patch0002370.jpg,prac_patch/patch0002406.jpg,,0,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012575657005072571,49.177411215991015,49.177411215991015,49.177411215991015,49.177411215991015,0.2922222222222222,-0.06888888888888889,1,0,0,response3disk,5,27.362127177999355,1,51.02014308600337,51.02014308600337,51.02014308600337,55.034719071001746,55.034719071001746,55.034719071001746,4.6558998292312026e-05,55.034719071001746,55.034719071001746,55.034719071001746,0.014444444444444444,-0.028888888888888888,1,0,0,center_square,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,929313,001,2023-01-27_14h53.59.190,Info_measure_main_exp,2022.2.4,60.04976143687002,
