instruction_1_text.started,all_patches.started,space_press_continue.started,press_space_continue.started,Esc_exit.started,participant,session,date,expName,psychopyVersion,frameRate,
16.76682889800213,16.76682889800213,16.76682889800213,16.76682889800213,16.76682889800213,,,,,,,
